range_atomic_mass,gmean_atomic_radius,range_Density,gmean_ElectronAffinity,wtd_range_ElectronAffinity,wtd_std_ElectronAffinity,wtd_gmean_FusionHeat,mean_ThermalConductivity,gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_range_ThermalConductivity,wtd_std_ThermalConductivity,wtd_std_Valence,critical_temp
0.8505885827383106,0.264516107653188,0.8521376141943641,0.3082315923346457,0.4541225082771716,0.2686429663577669,0.0057184401493139,0.1750042935763105,0.0102537264142503,0.571469677147768,0.102783302925004,0.3403101969003761,0.5877329162416233,4.0
0.2925453687473812,0.471544566000124,0.3115734944012173,0.2876996866646312,0.4948799909489722,0.3784466360189721,0.0356384517925743,0.1124152621483747,0.0270574305890862,0.4312109533538616,0.0381412628821955,0.1280323732879259,0.56343616981901,1.8
0.2404146202819354,0.6212896163114321,0.0741082736043816,0.1162533132040055,0.2226554962445689,0.0108281387141718,0.0590205984759924,0.0450364423116891,0.0466860461659857,0.4187523371437377,0.0316361100039856,0.0018658890367566,1.4802973661668763e-16,5.5
0.4527637938215473,0.405434515239956,0.1093473332155451,0.1589204906513468,0.0827173353403756,0.1105420951651812,0.033356133316352,0.1352692194160965,0.0804950440176104,0.1835763407062064,0.181845356715823,0.1040785417765,0.1999999999999999,5.05
0.905811759883977,0.3860987423506239,0.5990892916599284,0.0501907199495819,0.3254508757795045,0.3583392741124647,0.0101350347364036,0.3369528006178659,0.0491082916188631,0.6148781384707471,0.1494288312076524,0.6746528727137396,0.0999999999999999,118.5
0.9193553800344526,0.411298695131704,0.5019605268522741,0.0969685235910767,0.1549991436276819,0.3309183234321269,0.0531867597716169,0.3058635570240262,0.0596378298723744,0.7209812424857127,0.2846799450549447,0.7843008492544425,0.2892146689166253,56.6
0.5833830113852575,0.3663811959384039,0.3965975094219107,0.0760530634380619,0.3484757655870237,0.2977363713215873,0.0108883110579572,0.3337973182938955,0.0412279460066156,0.4808046612578496,0.2247367998461354,0.7732655801791031,0.0891379240861,74.6
0.6630566854861455,0.272666536042344,0.3966567916137767,0.1303051724321565,0.367036238628258,0.2489028425207393,0.00778645869245,0.2642053811900713,0.0200639750293843,0.4703395466273496,0.139631814902969,0.6440976887838197,0.1553024038789366,14.0
0.4090474286835862,0.37557314035946,0.5475588075049104,0.1535443814390616,0.3887595874832987,0.3401774098834297,0.0082930479981114,0.3440236996990616,0.0471042929200009,0.5224392028749224,0.0286569649262654,0.1999784857398656,0.39465090058599,5.1
0.5833830113852575,0.34608330455672,0.3965975094219107,0.1539436621011851,0.3491524858569428,0.2945060115049394,0.0107380447893273,0.4029757807406077,0.0471715124453433,0.5301315140668074,0.2214746029677775,0.7715377255084926,0.093151061805982,82.0
0.9279161288951432,0.269730701435248,0.4328990532424561,0.1969437467529257,0.3668827041664114,0.3712889759513333,0.0195003980579145,0.0259260905728945,0.0051273781594944,0.6409072365867984,0.0051681048226385,0.0287550539798703,0.5339995838533533,2.35
0.9193553800344526,0.415009578988128,0.5019605268522741,0.0969685235910767,0.1549991436276819,0.3309183234321269,0.0524533528322361,0.306722916805972,0.0610802172605634,0.7259657231881914,0.2846799450549447,0.7839189754991152,0.2892146689166253,25.5
0.1216411057502517,0.5194924632773159,0.051530484155018,0.1267239108296913,0.1674465903905227,0.0489574096973012,0.0493908258536933,0.1061942134602317,0.0713909313238543,0.4229313344820539,0.0509291550418493,0.1401027614214263,0.0235112266327764,8.2
0.6005999544362748,0.4548755089200759,0.3965975094219107,0.1011316780609852,0.3501742737515037,0.2900803412946183,0.0104962708036586,0.3247713757087709,0.0448239707219153,0.5719272868140206,0.2299057891590274,0.7825600140657245,0.1491593802281946,26.7
0.2194928184241317,0.352489323278468,0.1509612980829996,0.1960157467879269,0.1545291513448311,0.139130425951548,0.2076868038008143,0.3267632241598952,0.2386764810173283,0.4719781030210475,0.0508170585890793,0.3076126985912004,0.229274217186902,11.3
0.8473121873925038,0.267976306278028,0.9986718947382728,0.1748633873064467,0.1705077888006055,0.3911786018883559,0.1658934422081154,0.1723915654169686,0.0138947881651497,0.2349113505666506,0.1042275956556397,0.2721734781402364,0.3380825114511133,2.3
0.905811759883977,0.421462522733908,0.5990892916599284,0.0428781999035092,0.3254723095832308,0.3528268545024779,0.0111212104284671,0.30384406153645,0.0551095686212498,0.7050097293484997,0.1867943154643284,0.730840752585615,0.0413398642353843,128.0
0.3369433145138543,0.458165291297136,0.2299392909803811,0.1653494039180788,0.0934758800221727,0.1173117339302945,0.0622806265164307,0.0560648928466723,0.0483115398283881,0.5573893019551138,0.0144124010704321,0.045887383169823,0.2704242069428699,2.4
0.7643675513575211,0.4051153507420119,0.4355995339413016,0.1032407194755797,0.325646352069488,0.2890127263746161,0.0135620636573327,0.38131991423555,0.0451202505560032,0.5195597896564091,0.2490701225587883,0.8010685234736393,0.087797114607106,18.0
0.5833830113852575,0.237948212333324,0.3965975094219107,0.1517215054043376,0.3017147957489965,0.4729044678037891,0.0106984196627632,0.3717117476639185,0.0125884486880094,0.4593513381474616,0.1992779825959877,0.7483244402191972,0.0831479419283096,116.0
0.5909728143812887,0.333208786206492,0.3965975094219107,0.1447235510930579,0.3700990114266884,0.2545091429007382,0.0079794194420125,0.3368090748427348,0.0261540162079421,0.2470617244089853,0.1430428562001607,0.6502312264643116,0.1463254078992419,33.2
0.9394086024659226,0.354562769920596,0.5245383163016377,0.0668025090975597,0.3618026068992385,0.3266414338094435,0.009574722478174,0.4059789716208201,0.0988643203911263,0.8955457114690563,0.1106757617023161,0.609989941852087,0.0547785165101816,100.0
0.3443754043203604,0.227015513804412,0.3965975094219107,0.2389974460986235,0.2143892812990769,0.6463480273269788,0.0193801913773944,0.3270405495873926,0.0041604853483094,0.1718281711102711,0.171792271958879,0.6864740898407102,0.3448275862068966,33.0
0.8123055331460713,0.354192993089176,0.6370478238751801,0.2166858320938561,0.3441411526288017,0.2676982370546086,0.591218998183116,0.3367890882826062,0.3255836024876698,0.6308985544193366,0.1637230968513351,0.1019489012376852,0.3196134818460849,8.9
0.9279161288951432,0.384520146683056,0.4328990532424561,0.0964207580819688,0.3469235461365197,0.2939186685853548,0.0108913214711165,0.3307868941823981,0.0461875114175459,0.59314416558222,0.1328197422611929,0.6376433295535185,0.3413842554608267,64.1
0.3634351394410587,0.56677796488828,0.0380723508361817,0.0351666895649118,0.2508040820021893,0.324410589609962,0.2248823445610423,0.2600912277438599,0.1847060534535652,0.2398763683255309,0.1581805500199282,0.2977021352616104,0.3333333333333333,1.73
0.7643675513575211,0.4051153507420119,0.4355995339413016,0.1032407194755797,0.3413788754195794,0.2927457275850617,0.0118860217433479,0.38131991423555,0.0451202505560032,0.5195597896564091,0.2368304611323166,0.7889492233082949,0.0762968377174043,80.0
0.7161088540280766,0.37296239502412,0.3965975094219107,0.1824445250330114,0.3375707779423585,0.2798512649268064,0.0113525829723779,0.3262819175138873,0.0233192960061432,0.201655291934375,0.2316885178473774,0.782485142387416,0.0891379240861,91.5
0.0629720944782785,0.3538360682703239,0.0509107016995453,0.0829964865738582,0.2891560474394407,0.3302927913387066,0.2023606042461442,0.586433104938133,0.6031671156750958,0.6623569737580501,0.0668565386829635,0.174534087608088,0.2652149269479273,6.4
0.0336119949727959,0.1899947643620264,0.0427902676977662,0.2663724013196996,0.2016492254566372,0.2608296627493041,0.0051897117726557,0.2105031734566931,0.0059852730450426,0.0011116810437214,0.1743391540454364,0.3281132756997654,0.1666666666666666,28.0
0.1527846523525278,0.428833223064516,0.2779281611041265,0.0931257482980625,0.1394351809767504,0.2005772999257799,0.1563643129015112,0.191664705106351,0.1872841049867893,0.8095470898354485,0.0702471104025508,0.0838726037260095,0.4060103994289366,5.5
0.1920196154817806,0.27959022327558,0.3939294787616269,0.1019126476536096,0.4963192538582355,0.8865344204256426,0.0281709029083152,0.2849260701802869,0.0454206704215845,0.6220519846298148,0.1660458183871395,0.3854411966468592,0.2859918845434103,9.1
0.9279161288951432,0.319522357542592,0.5019605268522741,0.1564351569838986,0.3768234165506002,0.3314369996749846,0.0062617209880242,0.0458083686810211,0.0106195995324345,0.5806104439674339,0.0135613092865683,0.0610964126622574,0.3023728382863336,10.3
0.2862614598105922,0.403884367159024,0.1582216068471086,0.0875933514761068,0.2577391082745077,0.3519208462009519,0.1552453132406697,0.2144735459855206,0.1679078577143872,0.4994258978657989,0.1450611133253619,0.2731043811822093,0.2899552966822196,3.17
0.9279161288951432,0.383295202469696,0.4328990532424561,0.0604079372897174,0.3474859691462967,0.309411497028524,0.0106468911307978,0.335081789610216,0.0623680857828414,0.7646361130931278,0.1288340906071475,0.6336970009301975,0.3404336377745233,36.6
0.3913037331962126,0.4822244920797879,0.4188401293733897,0.2244507562147449,0.4735576801169062,0.3391086681589018,0.1124499316953558,0.0615791181141638,0.0414035276440547,0.6566033788377877,0.005774665748759,0.0479216594506708,0.47180368207221,2.9
0.6166326060671687,0.318472132726072,0.3965975094219107,0.2481419917012353,0.1523000357573002,0.2403842419438834,0.0310559690807186,0.3217702786586669,0.0209242609837321,0.1750986526214182,0.249086675468314,0.7903760575345332,0.1937853910329099,18.0
0.4635786872935003,0.389524414518288,0.3965975094219107,0.0508331772750381,0.3507493591930203,0.3394448349873356,0.0098837734037908,0.3337927499372942,0.0726275552511661,0.7930547334122564,0.1532586419658459,0.666338720534776,0.106495177729719,41.5
0.8070328157872441,0.3691318604256839,0.8521376141943641,0.2457014335532661,0.4567852207198036,0.184522715693906,0.0057934142544529,0.2064795034341894,0.0170903312632998,0.2843212817953813,0.1010207287179043,0.3372019789776281,0.5809112573915266,6.7
0.5909728143812887,0.355069823556036,0.3965975094219107,0.0699036254059845,0.3722574039625151,0.2689928388860059,0.0079289594286062,0.2740632198507778,0.0257384784323345,0.2953360483354466,0.1309192905540055,0.626226833174806,0.1563319626297916,37.0
0.5833830113852575,0.3916134363616879,0.3965975094219107,0.1077789200457119,0.3517839031541345,0.300908630993675,0.0105280236782024,0.3533450884584999,0.0543265629995697,0.6246627708520233,0.2127753923024327,0.7603316323287942,0.0961219466179916,20.0
0.5833830113852575,0.399866604287368,0.4550341409379106,0.171031810205305,0.2160233466298579,0.3095425669085724,0.0592967103050448,0.3452268033937871,0.0424603848784032,0.4947320512334031,0.4056729416956108,0.884812832471832,0.2194613070819603,50.0
0.7353608742234429,0.407842018303404,0.412534772562638,0.1032407194755797,0.3474308242560698,0.2668514488501118,0.0114916428856416,0.3819214660829127,0.0456716803644288,0.5222589721986157,0.2656747973960418,0.8198133346766299,0.080385183820016,83.3
0.3917922594174248,0.4809030311464681,0.3922337539634535,0.1136438031584661,0.1312777610625862,0.2081342303494483,0.1695938788619793,0.2006879828167918,0.1699484576865102,0.7437612968485176,0.04298525308888,0.1465474062809726,0.4723388614120166,14.5
0.9311280926330342,0.483952661064368,0.5754680099064258,0.0248718442689984,0.0647015088483314,0.1526389205723916,0.0215019871467211,0.1402320221568389,0.0834798858868953,0.1836780936560662,0.0374277600637704,0.1557055971065554,0.1443375672974063,1.7
0.6166326060671687,0.318472132726072,0.3965975094219107,0.2481419917012353,0.3686638618287723,0.2351791949321196,0.0080485871343119,0.3217702786586669,0.0209242609837321,0.1750986526214182,0.1416186829347812,0.6467745202555125,0.1682858886205026,18.1
0.7273059134848913,0.44403091357786,0.4012901480133471,0.0881168612444229,0.3447732433894029,0.304770669725954,0.0113966871058996,0.3299256309185348,0.0670251235278218,0.7720534730793106,0.2153211737275954,0.7611147854294511,0.1104357057700656,54.0
0.9279161288951432,0.3906976297332721,0.4328990532424561,0.1052817920756882,0.3465460368382498,0.3035326057314537,0.0107481798532206,0.3297843077701279,0.0452322693907297,0.5880295051244784,0.1328197422611929,0.6424958834129613,0.3472271110766933,69.7
0.1705057486938415,0.392643189529172,0.3280419996466355,0.1177597360969035,0.3544560515953759,0.3614043577326609,0.2378747741841222,0.7518598629628798,0.7201862316021717,0.6178873042635502,0.1349309153713299,0.3191924522509455,0.3286710990610896,3.1
0.2105490313477082,0.4092784679913639,0.1258601086363542,0.2088037425761672,0.295203491961009,0.0841057608045373,0.187050612965047,0.1901608254879442,0.1951619800359845,0.836669144001172,0.0962161219609406,0.0329826955942789,0.1707825127659933,17.99
0.7161088540280766,0.424760361449648,0.3965975094219107,0.1151379036082637,0.3463190557146293,0.2691302426210925,0.0115455566459235,0.282063859420702,0.0318158319977491,0.3490546653814851,0.2656747973960418,0.8184975679208192,0.0831479419283096,68.3
0.008649308663272,0.202846805736098,0.0270933473392362,0.0154154190283537,0.0927533444772099,0.0698200603801479,0.2934632321399182,0.3262619309537586,0.2252504360218519,0.2298977793536615,0.076801753296933,0.337867483458043,0.1473768648738803,0.72
0.9193553800344526,0.379438445707524,0.5019605268522741,0.0945455805126528,0.3254165816935426,0.3206307016011253,0.0114197983238616,0.3956666542374605,0.0840654681927978,0.833301280124859,0.1849260412514946,0.7145665016764868,0.2243423065008273,59.1
0.755170179743991,0.3704457961874239,0.3965975094219107,0.1824445250330114,0.2198250910165041,0.2818039486427335,0.0545476048527326,0.3435765331255653,0.0291583171453063,0.2782307963236562,0.4270246469851385,0.8800967948449794,0.1367753011080483,90.0
0.9193553800344526,0.3995107800212881,0.5245383163016377,0.0568934279474134,0.3507493591930203,0.3445352471005859,0.0094725401529917,0.3439425097501027,0.095852815709267,0.9386939559870792,0.1532586419658459,0.6726753069107373,0.1455227038324379,96.8
0.4679639794615114,0.548208950003316,0.6206678589805438,0.3083170985288108,0.2881160475288596,0.0596045649802151,0.2454069764930897,0.2916726997304025,0.2798808439785082,0.6212628475448962,0.0954688122758071,0.1874084000396509,0.1443375672974063,2.3
0.6263736140833263,0.50808510529882,0.2302491822081175,0.1439519141943133,0.133813999242177,0.0153630375689038,0.0844626246877047,0.2595899345377243,0.1014405495152244,0.22801196070099,0.3902251893184535,0.4906487504824141,0.0,1.38
