range_atomic_mass,gmean_atomic_radius,range_Density,gmean_ElectronAffinity,wtd_range_ElectronAffinity,wtd_std_ElectronAffinity,wtd_gmean_FusionHeat,mean_ThermalConductivity,gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_range_ThermalConductivity,wtd_std_ThermalConductivity,wtd_std_Valence,critical_temp
0.7161088540280766,0.424760361449648,0.3965975094219107,0.1151379036082637,0.3463190557146293,0.2691302426210925,0.0115455566459235,0.282063859420702,0.0318158319977491,0.3490546653814851,0.2656747973960418,0.8184975679208192,0.0831479419283096,68.3
0.3505581940993533,0.349330912671936,0.3965975094219107,0.0923653450714014,0.2249685314777481,0.3327259410802117,0.0577722000679344,0.3268948537299613,0.0256369409601066,0.5615962792216039,0.4102798806649013,0.8593121073782067,0.1918038975148416,37.0
0.2165641546962516,0.579628661559584,0.1798697226132631,0.0951420082925816,0.0988126930185471,0.1575965841665771,0.2083303382439018,0.0991761085743335,0.0946744566637926,0.6144295680241207,0.0226683937823834,0.0634985960454609,0.1443375672974063,7.5
0.3693229382390341,0.1986514793612395,0.3965975094219107,0.1638405409565252,0.3598440335454081,0.3388431818074813,0.0124950910322186,0.3620702551199431,0.0532993949936145,0.5605457544361595,0.1106757617023161,0.584981180632026,0.1978190413328669,32.0
0.6132951449437103,0.57471660653476,0.3187452628145445,0.0538753334658336,0.1312320356146369,0.2089588964850695,0.2389091119918616,0.1081993862847742,0.1061501456292845,0.6329424683841136,0.0257406669323766,0.0616045056430815,0.1571348402636773,6.6
0.6166326060671687,0.4269167149322879,0.3965975094219107,0.1096489922420677,0.3508274474255672,0.280027150238091,0.0101280626536341,0.3247713757087709,0.0448239707219153,0.5719272868140206,0.2292003535737602,0.7825552550084665,0.0998635219422389,73.8
0.1780370583682089,0.487764665159936,0.0610928420394543,0.2084984886343595,0.3355297247419484,0.0005939437241347,0.3452527939443872,0.359347282558708,0.370832367951435,0.416023932029148,0.3461641839378238,0.0022391639132907,0.0081643534138758,0.59
0.7353608742234429,0.4375292722711439,0.412534772562638,0.1763823902428699,0.3424200485334495,0.2795571261043756,0.0108818405057064,0.2694312706260849,0.0264028489902506,0.2801815385013725,0.2307937119420279,0.7815922715625713,0.1325798739734973,50.3
0.4723159018266168,0.535359394388488,0.3106880908933991,0.0940938110545692,0.1369119075225623,0.1775978333555924,0.1433382703311496,0.1856491866327239,0.1623723029578383,0.7618768469266817,0.073270363238526,0.1069262198180344,0.4369622277584666,39.0
0.3505581940993533,0.344299380351432,0.3965975094219107,0.1283411880973733,0.3670540680674002,0.3018234193484193,0.0092751403716036,0.3398168340795484,0.0279740175773039,0.2633115716293722,0.2142446134775024,0.7572691513220202,0.085988311662827,62.0
0.6460499625767758,0.3372361148450281,0.3965975094219107,0.2481419917012353,0.3656076173893096,0.23544308235338,0.0085928601019955,0.3187625194218533,0.0195615527658923,0.1574133202514665,0.1423068667084212,0.649713407888559,0.174053970309496,14.7
0.5426954126522329,0.519003792266008,0.3106880908933991,0.1287624932962526,0.1253279657754167,0.1649013822274777,0.1418415391981081,0.1826414273959103,0.1524794544629855,0.7469028004028464,0.0748106815464328,0.110776953850804,0.4166831996719933,28.7
0.2338771200763793,0.32843767197438,0.1102770068987542,0.320858151356605,0.3367221986990195,0.3223606378880918,0.0858385047613899,0.1146059134591872,0.0301870082002868,0.4844907171659106,0.0666301315265045,0.1594974075886477,0.3785938897200166,3.8
0.9279161288951432,0.369530920039084,0.5019605268522741,0.1208797070993659,0.1577796927475836,0.328113064635859,0.0642813687429052,0.4760167938494782,0.0830029686693697,0.7945627622173468,0.2930561302839178,0.7894657851943756,0.3867961486703999,97.0
0.4382647587089175,0.523988826728464,0.4511130872333624,0.3811085250504251,0.4280322602180372,0.0547601395780117,0.2459924879927636,0.4059675507293184,0.4220057416529765,0.4204229917231257,0.2747110402550817,0.026201083210871,0.0,0.41
0.4766207987346016,0.5415393649968641,0.4944978591164532,0.3749339845249753,0.0921916481554811,0.3095234303327108,0.3085810492196117,0.3157347736249111,0.3124557463814159,0.391537883599002,0.2468612993224392,0.1250651899218205,0.0,4.53
0.6791793490349635,0.421539800836184,0.5475588075049104,0.1675039271799713,0.3708219515072479,0.2894420522435653,0.0096298942296515,0.2921873173099573,0.0447274976857316,0.5698637478018402,0.1423068667084212,0.6453844931124376,0.3474885599839633,23.5
0.6537625222108734,0.464666090904224,0.3965975094219107,0.1244267926574541,0.2167963062833066,0.2671288374407984,0.0698928421695147,0.2109043011189114,0.0327237126319936,0.4649281951169303,0.3988266357191485,0.8837376964300305,0.2171401802231523,28.5
0.5833830113852575,0.416922383462308,0.3965975094219107,0.1036465765387723,0.3458673237075171,0.3028876731893815,0.0109226327837192,0.2826654112680646,0.0322049648063544,0.352672014468642,0.2315090021777525,0.7787996501348782,0.0891062944835393,80.0
0.9279161288951432,0.347425892387236,0.4328990532424561,0.1497258166724146,0.1315321088668045,0.3111336389846899,0.0599662270048271,0.3741012920671974,0.0373395631120833,0.4838273435418603,0.2490949519230769,0.7439111804803347,0.4284784125250667,31.5
0.781308255910422,0.446584611992504,0.5891727723723648,0.059182767608756,0.3491472139241616,0.2911849949942192,0.0108717576293875,0.3267765485333143,0.0458475806086161,0.5805491803538325,0.2311508038578519,0.7829564758493772,0.10250201906579,83.8
0.5765138326488036,0.4215828329431559,0.3683278592523626,0.2893152753760921,0.4694627301595955,0.3774452170200303,0.062667289527462,0.1655009594451189,0.0401427648572374,0.5104934960933342,0.1420468836460587,0.3140314908682881,0.21500951769415,10.2
0.0561684946170276,0.563121182327712,0.2629205716466083,0.2074144762477433,0.039628721556104,0.19126532782999,0.2027563551774232,0.2600912277438599,0.1847060534535652,0.2398763683255309,0.0863557858376512,0.2806762648229325,0.3142696805273543,11.2
0.0050708637095507,0.481925811940752,0.0478117894221816,0.1757568139980203,0.2242129050017238,0.0128945179167787,0.2172933440102683,0.187905006060334,0.1697457989316791,0.3427999114100222,0.0691261458748505,0.0470018471906671,0.0530450542254203,3.66
0.3443754043203604,0.32157918014574,0.3965975094219107,0.0833608931582473,0.361637767922515,0.3358513245564655,0.0094612341757145,0.5232861502131508,0.0882903404343096,0.7211595027586487,0.1651143648060352,0.7117039539127822,0.0761549654811613,76.0
0.6005999544362748,0.403959812909168,0.3965975094219107,0.1465412016582507,0.371994547958875,0.2445038491291879,0.0079741349255048,0.2772514446418002,0.0285899693974339,0.3186892848463201,0.1423068667084212,0.6493041649516599,0.231416323407034,9.0
0.5833830113852575,0.37698135519346,0.3965975094219107,0.1267869135249799,0.3488956503394986,0.3041207771554856,0.0107784494228742,0.3091336925520241,0.0379143875711131,0.43674818004358,0.2053945067278529,0.7468837367165233,0.1006835677162366,26.0
0.5909728143812887,0.351628859747796,0.3965975094219107,0.1167702550361725,0.3722796134658047,0.2521488164025143,0.0078872993490646,0.3169538665677395,0.0410520732870866,0.4686185078392223,0.1415951431987701,0.6476411010490022,0.1471110691507156,30.82
0.9279161288951432,0.419011973537384,0.5019605268522741,0.1042532147491426,0.1547454678870531,0.3225037275837273,0.0607031717907799,0.306722916805972,0.0582138989188543,0.7209565062547624,0.2874204354707677,0.7730450616184092,0.3894857235671033,107.3
0.818074085386113,0.326258473787924,0.6281937887969983,0.1431846757863536,0.0606433753428265,0.174865100810675,0.3692288569778917,0.1442924971265372,0.1421158918268459,0.6398452411560316,0.0719285571941012,0.0620830034148202,0.28565227501671,3.8
0.5833830113852575,0.3740331065524639,0.3965975094219107,0.1669189997831395,0.3496852928458174,0.2928704493422362,0.0107708754266265,0.3217662813466412,0.0397486821827682,0.4621353575474016,0.2259967846521751,0.7751811625832112,0.097427786437031,81.0
0.3635543859989923,0.287741045745252,0.3965975094219107,0.1842090362341016,0.357348440208439,0.3082418700348632,0.0115072364657587,0.4059835399774213,0.0692797763921076,0.6567286475764136,0.1106757617023161,0.5857583954589457,0.2325973106386309,21.0
0.7643675513575211,0.470646260985852,0.4355995339413016,0.1208855129789322,0.348534004900618,0.282238023765091,0.0111421459493048,0.2415567034902618,0.0331648194292339,0.4155565382079854,0.2311508038578519,0.7812897254334198,0.128081967204948,52.0
0.6819172115384892,0.3995133134596361,0.1859347366418176,0.018205340176023,0.1499337438259214,0.0622797357993236,0.0459268785150052,0.2330213946125377,0.2038049107180953,0.3269074816555277,0.0485751295336787,0.1195496763648986,0.1999999999999999,7.12
0.9279161288951432,0.343639225066732,0.5990892916599284,0.0957476025571725,0.3330708543920395,0.3561627869722892,0.0095176748958578,0.2611900103172158,0.0207411021079387,0.2188238137427446,0.121479856662357,0.6051808964497613,0.154257446837482,85.0
0.5909728143812887,0.366163694969512,0.5475588075049104,0.168951297712353,0.3716959607837657,0.2517102753311734,0.0078965862592324,0.3416174923096108,0.0446392488134159,0.5104283059095686,0.1408834196891191,0.6463274829147336,0.1542879188555016,20.5
0.208474718239136,0.5696403350663639,0.0887174314833815,0.0560353766779728,0.1475102950846057,0.0792543646449132,0.1958812037793091,0.0675946365877909,0.0706854354982728,0.4240574794688221,0.0348744519728975,0.001875289041018,0.0,1.01
